ts_code,metric_name,ann_date,industry,name,end_date,netprofit_margin_slope,netprofit_margin_log_slope,netprofit_margin_r_squared,netprofit_margin_p_value,netprofit_margin_cagr_approx,netprofit_margin_cagr,netprofit_margin_trend_direction,netprofit_margin_cv,netprofit_margin_std_dev,netprofit_margin_volatility_type,netprofit_margin_volatility_regime,netprofit_margin_has_deterioration,netprofit_margin_deterioration_severity,netprofit_margin_total_decline_pct,netprofit_margin_has_inflection,netprofit_margin_inflection_type,netprofit_margin_slope_change,netprofit_margin_is_cyclical,netprofit_margin_current_phase,netprofit_margin_cycle_position,netprofit_margin_is_accelerating,netprofit_margin_is_decelerating,netprofit_margin_recent_3y_slope,netprofit_margin_robust_slope,netprofit_margin_mk_tau,netprofit_margin_mk_p_value,netprofit_margin_weighted_avg,netprofit_margin_latest_value,netprofit_margin_latest_vs_weighted_ratio,netprofit_margin_full_data_years,netprofit_margin_trend_window_years,netprofit_margin_has_structural_break,netprofit_margin_break_year_index,netprofit_margin_data_regime
002880.SZ,net_margin,20250423.0,生物制药,卫光生物,20241231,-0.06006,-0.0023760141208564907,0.031842354625169635,0.7740093108721434,0.0017630940794080008,0.0017630940794080008,down,0.07784407999371938,1.611959400233144,ultra_stable,decreasing_vol,False,none,16.39599199280896,False,none,-0.14499999999999957,False,rising,mid_up,True,False,0.07581460317376476,-0.016575000000000006,0.0,1.0,20.63025,21.1069,1.0231044219047272,10,5,False,,stable
002881.SZ,net_margin,20250428.0,元器件,美格智能,20241231,0.11765999999999988,0.026606490998125128,0.042577929825728944,0.7391508793014347,0.16878261273558737,0.16878261273558737,up,0.3629574571248682,1.5536539135212835,volatile,stable,False,none,-16.79900925183945,False,none,0.1313499999999994,False,rising,mid_up,False,False,-0.09016637705711883,-0.15266666666666678,0.0,1.0,4.315838,4.5684,1.058519805423651,10,5,False,,stable
002882.SZ,net_margin,20250403.0,电气设备,金龙羽,20241231,-0.15057000000000004,0.009192519678298679,0.0037146761279851117,0.922446485161244,-0.11183494179414177,-0.11183494179414177,up,0.4670617175560312,1.9234815889423011,volatile,decreasing_vol,False,none,-33.15485996705107,False,none,3.9487499999999995,False,falling,mid_down,False,False,-0.19661840788442753,-0.49214999999999987,-0.4,0.4624327264504764,4.0730889999999995,3.7329,0.9164788689861676,10,5,False,,stable
002885.SZ,net_margin,20250426.0,元器件,京泉华,20241231,-0.17826000000000003,-0.02856318756670502,0.0581457726672248,0.6959800571070093,-0.1361823851360221,-0.1361823851360221,down,0.8157534005688106,1.8528859589839848,high_volatility,stable,False,none,-75.49199926430016,False,none,-0.5867499999999997,False,rising,mid_up,False,False,-0.6483071082352838,-0.0995875,0.0,1.0,2.2179020000000005,1.3325,0.6007930016745554,10,5,False,,stable
002888.SZ,net_margin,20250425.0,元器件,惠威科技,20241231,-2.7200900000000003,-0.024619662444118083,0.16160897911848343,0.5022915825805505,,,down,2.482136820097877,7.555276981223124,high_volatility,decreasing_vol,False,none,156.49685174585005,False,none,7.6263999999999985,False,rising,mid_up,True,False,2.2859723923633832,-2.269587499999999,-0.4,0.4624327264504764,2.227833,3.6519,1.6392162249145246,10,5,False,,stable
002892.SZ,net_margin,20250425.0,电气设备,科力尔,20241231,-1.73155,-0.28901093322983334,0.979681836111646,0.0012367552384557393,-0.2557211460523263,-0.2557211460523263,down,0.475399474724173,2.795263339472687,ultra_stable,decreasing_vol,False,none,-47.48152890488468,False,none,1.5461999999999998,False,falling,mid_down,False,False,-0.31265637579292116,-1.7579125,-1.0,0.02748633611151033,5.360355,3.0352,0.5662311544664486,10,5,False,,stable
002897.SZ,net_margin,20250425.0,元器件,意华股份,20241231,-0.65408,-0.10240082891840302,0.4899237316871689,0.18816994305608611,-0.17301150298714063,-0.17301150298714063,down,0.4323215985665169,1.4432797175184027,moderate,stable,False,none,-42.521682967337156,False,none,1.7019999999999997,False,rising,mid_up,False,False,-0.26438890206313304,-0.6024999999999998,-0.6,0.22067136191984693,3.142216,2.4918,0.7930072280199707,10,5,False,,stable
002900.SZ,net_margin,20250425.0,化学制药,哈三联,20241231,0.0738949999999999,0.02350587326943378,0.06810095454188363,0.6715441488771655,0.24988124187438765,0.24988124187438765,up,1.4252618139609998,14.907468932652517,high_volatility,decreasing_vol,True,moderate,88.38183934807915,False,none,-33.843599999999995,False,falling,mid_down,False,False,0.30403114854919955,0.5051249999999998,0.2,0.8064959405073401,9.699383000000001,4.8546,0.5005060631176229,10,5,False,,stable
002901.SZ,net_margin,20250424.0,医疗保健,大博医疗,20241231,-7.043899999999999,-0.10802257528121435,0.36949615033793426,0.2767785780458898,-0.17390761392212417,-0.17390761392212417,down,0.7264710743613314,15.212783768035356,volatile,decreasing_vol,False,none,136.87029816062073,False,none,9.279599999999995,False,rising,mid_up,True,False,0.4294139972765525,-5.359241666666668,-0.6,0.22067136191984693,18.827490000000004,18.0417,0.9582636878309321,10,5,False,,stable
002908.SZ,net_margin,20250426.0,软件服务,德生科技,20241231,-1.68443,-0.15905764603035571,0.6694556208201862,0.09046957925264919,-0.24581765307369918,-0.24581765307369918,down,0.3636108911456366,3.8579988216690793,moderate,increasing_vol,True,severe,-69.39332875691078,False,none,-6.187500000000001,False,falling,bottom,False,True,-0.5855391821227429,-1.7346,-0.6,0.22067136191984693,10.011929,4.1465,0.41415595336323296,10,5,False,,stable
002912.SZ,net_margin,20250328.0,IT设备,中新赛克,20241231,-2.43582,-0.0018256048034298597,0.00635475031973596,0.8986091629135057,,,down,3.156348979574963,20.61632462988978,high_volatility,stable,True,severe,132.48995008961023,False,none,18.6011,False,falling,mid_down,True,False,3.465257995518361,-3.5220208333333334,-0.2,0.8064959405073401,5.800954,9.1005,1.5687936846249773,10,5,False,,stable
002913.SZ,net_margin,20250425.0,元器件,奥士康,20241231,-0.7595799999999999,-0.05463510771694331,0.21734169624766672,0.428680447516185,-0.10388486937696173,-0.10388486937696173,down,0.25188688301133766,2.492763273558081,moderate,increasing_vol,True,severe,15.189816882536858,False,none,-1.5997499999999998,False,falling,mid_down,False,False,0.07003286576207146,-1.0065749999999993,-0.4,0.4624327264504764,9.668486000000001,7.7373,0.800259730427287,10,5,False,,stable
002916.SZ,net_margin,20250313.0,元器件,深南电路,20241231,-0.3981499999999999,-0.03363077767751611,0.5079295831564454,0.17668180483576112,-0.03971997521837878,-0.03971997521837878,down,0.07937965206146148,0.8811649408595418,ultra_stable,decreasing_vol,False,none,-10.486843452441889,False,none,1.10215,False,rising,mid_up,False,False,-0.05516795911126238,-0.38516249999999985,-0.6,0.22067136191984693,10.901565,10.4913,0.9623664125288435,10,5,False,,stable
002922.SZ,net_margin,20250329.0,电气设备,伊戈尔,20241231,0.13918000000000008,0.023602310081858834,0.07053358111068404,0.6658693144547507,0.1757683949197144,0.1757683949197144,up,0.29468867840679835,1.8343780853466385,moderate,decreasing_vol,False,none,-4.584780177741162,False,none,-5.221799999999999,False,rising,mid_up,False,False,-0.023204180443804345,0.16929999999999978,0.0,1.0,6.336232000000001,6.4848,1.0234473737704048,10,5,False,,stable
002923.SZ,net_margin,20250429.0,化学制药,润都股份,20241231,-2.15134,-0.24348720156525022,0.7759443782622446,0.04846303682836312,-0.2532226781513517,-0.2532226781513517,down,0.46109019074857754,3.9168505087633863,moderate,increasing_vol,True,moderate,-70.22823957211699,False,none,-2.0471999999999997,False,falling,bottom,False,False,-0.5961355123699601,-1.8787583333333333,-0.6,0.22067136191984693,7.849358,3.3732,0.42974215216072453,10,5,False,,stable
002925.SZ,net_margin,20250425.0,元器件,盈趣科技,20241231,-2.8754199999999996,-0.2101286256460814,0.8595001943314878,0.02337148317908616,-0.2192445161282891,-0.2192445161282891,down,0.3287048103353073,4.752230073134085,ultra_stable,increasing_vol,True,severe,-54.17149656234091,False,none,-0.24845000000000184,False,falling,bottom,False,True,-0.38837761163771045,-2.9910708333333336,-0.8,0.0864107329737,13.594814,7.4722,0.5496360597504313,10,5,False,,stable
002927.SZ,net_margin,20250425.0,电气设备,泰永长征,20241231,-2.05619,-0.23209263076480613,0.9525104772078075,0.0044564532853597055,-0.2230442882729815,-0.2230442882729815,down,0.37048888888048565,3.3053833101472514,ultra_stable,decreasing_vol,True,severe,-40.317093684488015,False,none,-0.13724999999999943,False,falling,bottom,False,False,-0.2545801428298706,-2.03075,-1.0,0.02748633611151033,8.304823,4.7544,0.5724866141036359,10,5,False,,stable
002932.SZ,net_margin,20250425.0,医疗保健,明德生物,20241231,-12.589319999999999,-0.32695525330099434,0.8211274839216886,0.03401735436258909,-0.3745544887908474,-0.3745544887908474,down,0.6813972653520461,21.686953415867336,moderate,increasing_vol,True,severe,-81.75764685519773,False,none,2.3501499999999993,False,falling,mid_down,False,True,-0.8486276849279522,-11.976395833333331,-0.8,0.0864107329737,28.050384,7.5886,0.27053462084511926,10,5,False,,stable
002937.SZ,net_margin,20250425.0,元器件,兴瑞科技,20241231,0.08826,0.006802300433092785,0.07379759173031612,0.658418032374554,-0.005355979399125466,-0.005355979399125466,up,0.13543894665793246,1.5942139182054589,stable,decreasing_vol,False,none,-2.8458023198240245,False,none,2.994300000000001,False,falling,mid_down,False,False,-0.014386695670975946,0.19707500000000003,0.2,0.8064959405073401,11.955530000000001,11.9693,1.0011517682612145,10,5,False,,stable
002938.SZ,net_margin,20250409.0,元器件,鹏鼎控股,20241231,0.18668999999999994,0.0173294858284016,0.395659714176199,0.25561496834789216,0.020024103034627094,0.020024103034627094,up,0.16187958682822695,1.7436341680524619,stable,stable,False,none,-25.585629850142343,False,none,-2.1144,False,rising,mid_up,False,True,-0.1472375143641811,0.17227499999999996,0.6,0.22067136191984693,10.864525,10.2988,0.9479291547490571,10,5,False,,stable
002940.SZ,net_margin,20250426.0,化学制药,昂利康,20241231,-0.5892899999999998,-0.042575179244729276,0.22160176875343657,0.4235658899255555,-0.08447662537945722,-0.08447662537945722,down,0.1952067569025361,2.102275264326724,stable,stable,False,none,17.36619450518109,False,none,1.4386,False,falling,mid_down,True,False,0.07958502308914195,-0.98915,-0.4,0.4624327264504764,10.4024,9.8766,0.9494539721602707,10,5,False,,stable
002947.SZ,net_margin,20250329.0,元器件,恒铭达,20241231,1.2875350000000003,0.0716159017069234,0.17763356930443036,0.47971277250165084,0.029288441769792728,0.029288441769792728,up,0.4746052583967991,6.19267788787694,volatile,decreasing_vol,False,none,47.311413235625,True,deterioration_to_recovery,16.638800000000003,False,rising,top,False,False,0.19325568694642703,2.8941500000000016,0.4,0.4624327264504764,13.553512000000001,18.3332,1.3526530983261018,10,5,False,,stable
002950.SZ,net_margin,20250426.0,医疗保健,奥美医疗,20241231,-3.3803999999999994,-0.125349986040954,0.44323193225361857,0.21996611874323777,-0.2220065441500947,-0.2220065441500947,down,0.7168598968675504,9.965370507512503,volatile,decreasing_vol,False,none,15.366526195307223,False,none,17.6334,False,rising,mid_up,False,False,0.07113788209480809,-5.32345,-0.6,0.22067136191984693,12.421298,11.0873,0.8926039774587166,10,5,False,,stable
002952.SZ,net_margin,20250425.0,元器件,亚世光电,20241231,-3.7785699999999998,-0.2350935358280314,0.7831541357704509,0.046022227569403565,-0.43771846313166396,-0.43771846313166396,down,0.7902639935998707,7.151272736163822,volatile,stable,True,moderate,-86.8178591709256,False,none,4.931350000000002,False,falling,mid_down,False,False,-0.9809442047248838,-3.2129500000000006,-0.8,0.0864107329737,7.915649000000001,1.8571,0.23461121128539172,10,5,False,,stable
002953.SZ,net_margin,20250425.0,电气设备,日丰股份,20241231,-0.03301999999999992,-0.007198088802851718,0.24543309541152586,0.39606886733102364,-0.11846271965966282,-0.11846271965966282,down,0.36445205214376564,1.491177438469346,moderate,decreasing_vol,False,none,68.57611888716089,False,none,2.1216500000000003,False,rising,mid_up,True,False,0.2472758735061158,-0.3377125,-0.4,0.4624327264504764,3.9358570000000004,3.9022,0.9914486222441515,10,5,False,,stable
002955.SZ,net_margin,20250426.0,IT设备,鸿合科技,20241231,1.3829600000000002,0.161615752594311,0.5529457306545377,0.14971013893924423,0.2660541405076273,0.2660541405076273,up,0.546739883581364,3.35842627848223,volatile,decreasing_vol,True,severe,-34.959082079967736,False,none,-2.4793000000000003,False,falling,mid_down,False,True,-0.21318292294033703,0.9528708333333333,0.6,0.22067136191984693,6.557528,6.1277,0.9344527388979507,10,5,False,,stable
002957.SZ,net_margin,20250425.0,专用机械,科瑞技术,20241231,-1.60169,-0.03941144592599197,0.11237211777832634,0.5813194103017776,-0.18862855324411099,-0.18862855324411099,down,0.5066079822260021,4.945071439625518,volatile,decreasing_vol,False,none,-36.81018440196244,False,none,10.68095,False,falling,mid_down,False,False,-0.2281805001954902,-2.30875,-0.4,0.4624327264504764,9.280633,7.4703,0.8049343185965872,10,5,False,,stable
002960.SZ,net_margin,20250415.0,专用机械,青鸟消防,20241231,-1.0731800000000002,-0.07757329049798745,0.7558212422098533,0.055545880372423515,-0.19373328760456676,-0.19373328760456676,down,0.27734942382411804,3.6788015865224373,stable,increasing_vol,True,severe,-43.58051319051603,False,none,-4.663799999999999,False,falling,bottom,False,True,-0.2846149599100005,-2.2581333333333338,-0.8,0.0864107329737,12.656922000000002,7.3505,0.5807494112707655,10,5,False,,stable
002962.SZ,net_margin,20250426.0,元器件,五方光电,20241231,-1.9714200000000006,-0.20669525134217598,0.9618234588047667,0.003202820083608092,-0.3008008255454605,-0.3008008255454605,down,0.6200423059475739,7.014675016492211,moderate,decreasing_vol,True,severe,-36.658303383739074,False,none,11.270399999999999,False,falling,mid_down,True,False,-0.22596945619689945,-2.1053000000000006,-1.0,0.02748633611151033,10.168942,5.6046,0.5511487822430298,10,5,False,,stable
002970.SZ,net_margin,20250425.0,IT设备,锐明技术,20241231,-0.36228,0.006826709894199412,0.003168573097021967,0.9283671112880573,,,up,2.597209259112119,10.390135641078032,high_volatility,stable,False,none,187.47901036453723,True,deterioration_to_recovery,18.24915,False,rising,mid_up,True,False,3.1205492916852435,0.685425,0.0,1.0,3.8918160000000004,10.5756,2.7173946558624555,10,5,False,,stable
002975.SZ,net_margin,20250426.0,专用机械,博杰股份,20241231,-7.757690000000001,-0.03557448423350179,0.43354054547617193,0.22694949112107668,,,down,1.3064167523186525,14.378710187704598,high_volatility,increasing_vol,False,none,-90.67835829984168,True,deterioration_to_recovery,15.0999,False,rising,mid_up,False,False,-1.1404836849441287,-6.200975000000001,-0.8,0.0864107329737,8.678913000000001,1.5308,0.1763815353374322,10,5,False,,stable
002978.SZ,net_margin,20250314.0,小金属,安宁股份,20241231,-0.5798299999999997,-0.011711963805491611,0.006324879093114481,0.8988472381059274,0.017248550381063987,0.017248550381063987,down,0.1499683559858265,7.685947229717361,stable,decreasing_vol,True,moderate,-16.42089833067145,True,growth_to_decline,-23.998299999999997,False,falling,mid_down,False,True,-0.08967041292662836,-4.453099999999997,-0.2,0.8064959405073401,50.960544999999996,45.8418,0.8995547437728542,10,5,False,,stable
002979.SZ,net_margin,20250425.0,专用机械,雷赛智能,20241231,-2.2458299999999998,-0.11959336968115761,0.6342899612715434,0.10683130425857208,-0.09701550835668704,-0.09701550835668704,down,0.2663056251956947,4.189999445704021,stable,increasing_vol,False,none,-21.510630339660274,False,none,4.94515,False,rising,mid_up,False,False,-0.12082984347801862,-1.856608333333333,-0.8,0.0864107329737,15.060051000000001,13.2202,0.877832352626163,10,5,False,,stable
002981.SZ,net_margin,20250408.0,元器件,朝阳科技,20241231,1.0382349999999998,0.08477846228827209,0.28278619481156125,0.35634545566041814,,,up,1.0382554866029816,4.41871152543363,high_volatility,decreasing_vol,True,moderate,48.96939552807276,False,none,9.293650000000001,False,falling,mid_down,False,False,0.19592947452245157,1.095375,0.4,0.4624327264504764,4.698199000000001,6.6491,1.4152444372833077,10,5,False,,stable
002983.SZ,net_margin,20250423.0,元器件,芯瑞达,20241231,-0.70142,-0.04461507245231471,0.1760632501729145,0.48186956608593595,-0.1041065556160351,-0.1041065556160351,down,0.208271878419915,2.54102938353731,stable,stable,True,moderate,-9.407684338543307,False,none,-1.853749999999999,False,falling,bottom,False,False,-0.049180250577179896,-0.5019750000000002,-0.4,0.4624327264504764,11.849829999999999,10.0562,0.8486366471080177,10,5,False,,stable
002987.SZ,net_margin,20250412.0,软件服务,京北方,20241231,-0.4263300000000004,-0.05174970877442591,0.5481221787073065,0.15248476744711173,-0.13564587867316769,-0.13564587867316769,down,0.2494011239429774,2.0972040751915393,stable,decreasing_vol,True,moderate,-10.851746730682512,False,none,4.0868,False,falling,mid_down,True,False,-0.0568751457948371,-0.8457666666666664,-0.6,0.22067136191984693,7.90933,6.7216,0.8498317809473116,9,5,False,,stable
002990.SZ,net_margin,20250412.0,软件服务,盛视科技,20241231,-1.640959999999999,-0.07155767757535825,0.30809834956874355,0.33145384929277505,-0.12121712594552725,-0.12121712594552725,down,0.3502315328112908,5.363200531399139,moderate,decreasing_vol,False,none,46.77852761994626,True,deterioration_to_recovery,10.370500000000002,False,rising,mid_up,True,False,0.19117681702268818,-2.03685,-0.4,0.4624327264504764,14.633035000000001,14.3112,0.9780062714262624,9,5,False,,stable
002992.SZ,net_margin,20250429.0,元器件,宝明科技,20241231,0.6813099999999996,-0.031014567628498677,0.21290947741114066,0.4340701158338043,,,down,1.0148806471043093,13.878634932442022,high_volatility,decreasing_vol,False,none,76.98527991670096,False,none,43.24889999999999,False,rising,mid_up,True,False,0.7306292455482974,6.01935,0.2,0.8064959405073401,-13.470747000000001,-5.4816,2.457448007880911,10,5,False,,stable
002993.SZ,net_margin,20250422.0,元器件,奥海科技,20241231,-0.7278700000000002,-0.07322510035210807,0.5602365737515669,0.14556732949418955,-0.10028712025683917,-0.10028712025683917,down,0.17069991257085493,1.5363367671184598,ultra_stable,decreasing_vol,False,none,-26.13661588134396,True,improving,1.7901000000000002,False,falling,bottom,False,False,-0.15042788050612144,-0.9249583333333335,-0.6,0.22067136191984693,8.636285,7.3206,0.8476561391848462,9,5,False,,stable
002997.SZ,net_margin,20250325.0,专用机械,瑞鹄模具,20241231,0.4174500000000002,0.03422962029841167,0.5790592802997712,0.13515158962455462,0.09950063290047106,0.09950063290047106,up,0.17015082366421713,2.1780768726103306,ultra_stable,increasing_vol,False,none,33.81515444015443,True,acceleration,4.445599999999999,False,rising,top,True,False,0.14528884360564964,0.5345500000000003,0.6,0.22067136191984693,13.315059999999999,16.6359,1.2494048092911336,10,5,False,,stable
003005.SZ,net_margin,20250426.0,软件服务,竞业达,20241231,-4.79842,-0.1371929777261537,0.5493411249924959,0.15178104369416665,-0.22847555254110297,-0.22847555254110297,down,0.6516882409438824,8.620910030385424,moderate,stable,False,none,-22.621231050034115,False,none,12.75365,False,rising,mid_up,False,False,-0.12757636761895297,-6.256325,-0.8,0.0864107329737,11.789054,8.7332,0.7407888707609618,9,5,False,,stable
003007.SZ,net_margin,20250425.0,软件服务,直真科技,20241231,0.6869500000000002,0.013680065307841788,0.07896886414733106,0.6469684416504593,,,up,3.0705000996420355,15.599184476215417,high_volatility,decreasing_vol,True,severe,-7.803425368206875,False,none,36.14435,False,falling,mid_down,False,False,-0.040228968044369706,0.3275749999999998,0.0,1.0,5.774132000000001,6.842,1.1849400048353587,9,5,False,,stable
003008.SZ,net_margin,20250409.0,电气设备,开普检测,20241231,-2.6282099999999993,-0.05991143025058902,0.4284464237289486,0.23067576868129408,-0.03661357205783122,-0.03661357205783122,down,0.14943916781993938,6.074086482509117,ultra_stable,increasing_vol,False,none,-12.630025270448039,True,deterioration_to_recovery,8.160599999999999,False,rising,mid_up,False,False,-0.06748946072363404,-1.777145833333333,-0.8,0.0864107329737,39.331775,38.6537,0.9827601220641581,9,5,False,,stable
003015.SZ,net_margin,20250415.0,元器件,日久光电,20241231,-3.5497000000000005,-0.02163847162424218,0.18752931799722114,0.4663816149347188,,,down,0.8440656835798207,8.883808200991284,high_volatility,increasing_vol,False,none,36.094222243129146,False,none,20.367200000000004,False,rising,mid_up,False,False,0.15329954269117363,-3.806300000000001,-0.6,0.22067136191984693,9.46011,11.5725,1.2232944437221132,10,5,False,,stable
003019.SZ,net_margin,20250429.0,元器件,宸展光电,20241231,0.1203599999999998,-0.004918127655465634,0.00048452167570608296,0.9719759016090713,-0.037637153878946505,-0.037637153878946505,down,0.25584455817201224,2.7887977881158754,moderate,stable,True,severe,-44.486134561802125,False,none,-3.3626000000000005,False,falling,bottom,False,True,-0.29292423295987446,-0.08493749999999989,0.0,1.0,10.936468000000001,7.9895,0.7305375007726442,9,5,False,,stable
003020.SZ,net_margin,20250422.0,化学制药,立方制药,20241231,1.0545900000000004,0.10256652866166943,0.6740745879310527,0.0884141181191388,0.08927043883667074,0.08927043883667074,up,0.23654112035608432,2.137456525873685,stable,increasing_vol,True,moderate,23.56763142350857,True,growth_to_decline,-2.7597000000000005,False,falling,mid_down,False,False,0.10516212121095792,0.7745000000000002,0.8,0.0864107329737,9.563595,10.0416,1.0499817275825671,9,5,False,,stable
003021.SZ,net_margin,20250429.0,元器件,兆威机电,20241231,-0.3916900000000002,-0.014114173635522507,0.07596596943025287,0.6535658450238018,-0.07854478332312886,-0.07854478332312886,down,0.20184343233913504,3.0746567836101635,stable,decreasing_vol,False,none,13.060258678122635,False,none,8.389349999999999,False,falling,mid_down,True,False,0.06121643180621361,-0.019700000000000273,0.0,1.0,14.760235000000002,14.7642,1.0002686271593915,9,5,False,,stable
003026.SZ,net_margin,20250429.0,半导体,中晶科技,20241231,-8.4729,-0.028798214374117538,0.29921685190315295,0.3400163362150534,,,down,1.0529907000161058,16.07895739110593,high_volatility,stable,False,none,-23.583479111690927,False,none,23.51975,False,rising,mid_up,False,False,-0.13362425179906934,-9.406141666666667,-0.8,0.0864107329737,12.727930000000002,7.7319,0.6074750568238511,10,5,False,,stable
003028.SZ,net_margin,20250328.0,元器件,振邦智能,20241231,-0.4913400000000003,-0.031440912487890375,0.47081180874981016,0.20082529493973617,-0.04546512565865857,-0.04546512565865857,down,0.06991044721340257,1.1361636149780547,ultra_stable,increasing_vol,True,moderate,-11.423719702892898,False,none,-1.9200500000000016,False,falling,bottom,False,False,-0.06052538799506313,-0.5155083333333333,-0.4,0.4624327264504764,16.006030000000003,14.501,0.9059710621559498,9,5,False,,stable
003029.SZ,net_margin,20250426.0,软件服务,吉大正元,20241231,-15.4803,-0.17214611032615676,0.8502659851200931,0.025793487772284258,,,down,3.956495506149088,26.27769794337015,high_volatility,stable,False,none,-552.8119877264511,False,none,16.350399999999997,False,rising,mid_up,True,False,-0.9327571723157195,-14.966341666666667,-0.6,0.22067136191984693,-11.28575,-31.0621,0.3633286223404084,9,5,False,,stable
003031.SZ,net_margin,20250425.0,元器件,中瓷电子,20241231,3.15321,0.16949398243136912,0.7325426591076168,0.06423476951180115,0.17800080319749534,0.17800080319749534,up,0.3597524418193062,5.744814792924138,stable,increasing_vol,False,none,103.26896067415731,True,deterioration_to_recovery,2.202950000000002,False,rising,top,True,False,0.35395245923164764,2.9322291666666667,0.4,0.4624327264504764,16.914763,23.1564,1.3690052884571897,9,5,False,,stable
003035.SZ,net_margin,20250329.0,新型电力,南网能源,20241231,-5.26126,-0.1281700091958681,0.5829639904696595,0.1330406380056468,,,down,0.6938147718587396,9.998134512097744,volatile,increasing_vol,True,severe,-110.32363629445005,False,none,-14.252649999999997,False,falling,bottom,False,False,-2.6283505593765897,-4.8861875,-0.8,0.0864107329737,12.778422,-2.1704,-0.16984882796952547,10,5,False,,stable
003043.SZ,net_margin,20250429.0,半导体,华亚智能,20241231,-0.8227399999999996,-0.04657603876912782,0.26643873582645605,0.3732620623997784,-0.09074425206985892,-0.09074425206985892,down,0.2044187444018033,3.971807143228382,stable,increasing_vol,True,moderate,-45.081808400562295,True,growth_to_decline,-6.948949999999998,False,falling,bottom,False,True,-0.29917221726535304,-1.2372999999999998,-0.4,0.4624327264504764,18.719655,13.322,0.711658414644928,10,5,False,,stable
003816.SZ,net_margin,20250327.0,新型电力,中国广核,20241231,-0.07491999999999983,-0.0018916862153238866,0.010629425839605303,0.8689630661680787,-0.011824996945753674,-0.011824996945753674,down,0.05276165981896562,1.0516876128394779,ultra_stable,stable,False,none,9.190886813264443,False,none,0.781600000000001,False,falling,mid_down,True,False,0.04390431824676155,-0.19332916666666639,-0.2,0.8064959405073401,19.89534,20.0956,1.0100656736703169,10,5,False,,stable
300001.SZ,net_margin,20250422.0,电气设备,特锐德,20241231,0.84005,0.17852340769030575,0.6699678157329167,0.09024058845749017,0.2536851753285225,0.2536851753285225,up,0.5346576664971315,1.73345639316367,moderate,increasing_vol,False,none,185.6655290102389,False,none,2.6698500000000003,False,rising,top,False,False,0.5028191842905086,0.8862125000000001,0.6,0.22067136191984693,3.5121770000000003,6.1101,1.7396902263183205,10,5,False,,stable
300003.SZ,net_margin,20250419.0,医疗保健,乐普医疗,20241231,-2.97051,-0.17652854333295392,0.6799857226125136,0.08581498260453733,-0.3900229699507073,-0.3900229699507073,down,0.4843642951238334,7.811633606039136,moderate,increasing_vol,True,severe,-84.72118502273436,False,none,-2.3141,False,falling,bottom,False,False,-0.9280762200492804,-4.7261,-0.8,0.0864107329737,14.905304000000001,3.2326,0.21687581816513102,10,5,False,,stable
300004.SZ,net_margin,20250426.0,电气设备,南风股份,20241231,1.3256149999999995,0.0018481997476356797,0.0015122084805386158,0.9504998565704461,,,up,3.9472751340304337,40.73043214350911,high_volatility,decreasing_vol,False,none,52.397834653721844,False,none,100.60825000000001,False,rising,mid_up,False,False,0.20935173051667588,0.2309374999999998,0.0,1.0,-8.382063000000002,11.1764,-0.7499787946029135,10,5,False,,stable
300006.SZ,net_margin,20250322.0,化学制药,莱美药业,20241231,0.6514199999999993,0.05063077221740444,0.21100256625273847,0.4364109152449645,,,up,0.7400665867952024,7.433288003097956,high_volatility,stable,True,severe,-16.72793051867483,False,none,-15.518450000000001,False,falling,bottom,False,False,-0.07689449379159408,3.3442625,0.4,0.4624327264504764,-9.116336,-10.0665,0.9056112849550491,10,5,False,,stable
300009.SZ,net_margin,20250328.0,生物制药,安科生物,20241231,3.630070000000001,0.08353120817974066,0.32209154173314475,0.3183190185372436,0.0850025129674572,0.0850025129674572,up,0.38483654011568286,9.203719906483464,moderate,decreasing_vol,False,none,-10.80882097366916,True,improving,9.27905,False,falling,mid_down,False,False,-0.05716196486627734,2.581216666666667,0.2,0.8064959405073401,25.004941000000002,28.2266,1.128840895885337,10,5,False,,stable
300010.SZ,net_margin,20250429.0,软件服务,豆神教育,20241231,46.09411,0.19555952089214998,0.8466181812871586,0.026774983418447484,,,up,1.3705931561811941,84.35241567686725,volatile,decreasing_vol,False,none,126.13406527842604,False,none,-87.7414,False,rising,mid_up,True,False,4.271930419093432,48.791325,0.8,0.0864107329737,-46.74826800000001,18.3095,-2.5532247194079583,10,5,False,,stable
300014.SZ,net_margin,20250418.0,电气设备,亿纬锂能,20241231,-3.320309999999999,-0.21580981825307327,0.8706195796376777,0.020575790373230658,-0.19423815071839157,-0.19423815071839157,down,0.4225159951918123,5.687048394641986,stable,decreasing_vol,False,none,-14.147296402123718,True,improving,1.24805,False,falling,mid_down,True,False,-0.07583639730904057,-3.148366666666666,-1.0,0.02748633611151033,12.463867,8.6834,0.6966858680375841,10,5,False,,stable
300015.SZ,net_margin,20250425.0,医疗保健,爱尔眼科,20241231,0.5580299999999994,0.032418346558380134,0.9048223722957677,0.012837277086885104,0.031010741951046805,0.031010741951046805,up,0.05487552561016951,0.9292698332561958,ultra_stable,increasing_vol,False,none,6.674654764401024,False,none,-0.6115000000000004,False,falling,mid_down,False,False,0.03225245131061927,0.534462499999999,0.8,0.0864107329737,17.213155,17.8056,1.034418152860414,10,5,False,,stable
