ts_code,metric_name,ann_date,name,industry,end_date,total_revenue_ps_slope,total_revenue_ps_log_slope,total_revenue_ps_r_squared,total_revenue_ps_p_value,total_revenue_ps_cagr_approx,total_revenue_ps_cagr,total_revenue_ps_trend_direction,total_revenue_ps_cv,total_revenue_ps_std_dev,total_revenue_ps_volatility_type,total_revenue_ps_volatility_regime,total_revenue_ps_has_deterioration,total_revenue_ps_deterioration_severity,total_revenue_ps_total_decline_pct,total_revenue_ps_has_inflection,total_revenue_ps_inflection_type,total_revenue_ps_is_cyclical,total_revenue_ps_current_phase,total_revenue_ps_cycle_position,total_revenue_ps_is_accelerating,total_revenue_ps_is_decelerating,total_revenue_ps_recent_3y_slope,total_revenue_ps_robust_slope,total_revenue_ps_mk_tau,total_revenue_ps_mk_p_value,total_revenue_ps_weighted_avg,total_revenue_ps_latest_value,total_revenue_ps_latest_vs_weighted_ratio,total_revenue_ps_full_data_years,total_revenue_ps_trend_window_years,total_revenue_ps_has_structural_break,total_revenue_ps_break_year_index,total_revenue_ps_data_regime
300279.SZ,revenue,20250419.0,和晶科技,元器件,20241231,0.052019999999999914,0.013532239659796063,0.08506916760297398,0.6339736141890738,0.032141704049982955,0.032141704049982955,up,0.07597198663667507,0.3141046593096003,ultra_stable,decreasing_vol,False,none,6.676200511816956,True,worsening,False,rising,mid_up,False,False,0.03140023881222165,0.11854166666666652,0.4,0.4624327264504764,4.16049,4.2519,1.0219709697655806,10,5,False,,stable
300281.SZ,revenue,20250328.0,金明精机,专用机械,20241231,-0.0033399999999999654,-0.0022471538050190753,0.07188049380901389,0.6627724466699447,0.03935107171862762,0.03935107171862762,down,0.09012447337552318,0.10029952641961977,ultra_stable,decreasing_vol,False,none,0.41677751174959193,False,none,False,rising,mid_up,False,False,0.001557346412586147,0.02025833333333336,0.2,0.8064959405073401,1.12089,1.1324,1.010268625824122,10,5,False,,stable
300283.SZ,revenue,20250418.0,温州宏丰,电气设备,20241231,0.75356,0.13393454595410312,0.8546719506736662,0.024626620805001474,0.15515065780083392,0.15515065780083392,up,0.2280780657191241,1.2815022278560424,ultra_stable,stable,False,none,46.859378841268544,False,none,False,rising,top,True,False,0.1894019637569324,0.7054624999999999,0.8,0.0864107329737,5.99548,7.1685,1.1956507235450706,10,5,False,,stable
300287.SZ,revenue,20250426.0,飞利信,软件服务,20241231,-0.059045000000000014,-0.05175780361878746,0.4462430617489183,0.21782417689117134,-0.11913089792812526,-0.11913089792812526,down,0.4047637563495162,0.2951537311300672,moderate,decreasing_vol,True,severe,-48.81326133366821,True,growth_to_decline,False,falling,bottom,False,False,-0.16634698560916794,-0.18022499999999997,-0.6,0.22067136191984693,0.6945050000000001,0.4076,0.586892822945839,10,5,False,,stable
300288.SZ,revenue,20250425.0,朗玛信息,软件服务,20241231,0.01811999999999998,0.011272771965458816,0.0682377325872851,0.6712222121574936,0.002534476593959445,0.002534476593959445,up,0.08881593721785838,0.1080943245503667,ultra_stable,increasing_vol,True,moderate,-13.181114551083601,True,growth_to_decline,False,falling,bottom,False,True,-0.05434924679572872,0.07360000000000005,0.4,0.4624327264504764,1.22612,1.1217,0.9148370469448339,10,5,False,,stable
300289.SZ,revenue,20250328.0,利德曼,医疗保健,20241231,-0.10669999999999998,-0.07911035361561314,0.5327698085442495,0.16149761808181684,-0.11707885749786007,-0.11707885749786007,down,0.24025345223757388,0.23944620063805563,stable,increasing_vol,True,moderate,-47.561069584649765,False,none,False,falling,bottom,False,True,-0.2202147797257764,-0.10201249999999996,-0.6,0.22067136191984693,0.94329,0.6805,0.7214112309045999,10,5,False,,stable
300290.SZ,revenue,20250422.0,荣科科技,软件服务,20241231,-0.027129999999999987,-0.016872682516568947,0.24891649670331292,0.3921986816376639,-0.023347880577761604,-0.023347880577761604,down,0.06814984917445274,0.08372617870176567,ultra_stable,stable,False,none,8.984374999999998,False,none,False,falling,mid_down,True,False,0.032448051879244766,-0.028012499999999996,-0.6,0.22067136191984693,1.214995,1.1997,0.987411470829098,10,5,False,,stable
300293.SZ,revenue,20250425.0,蓝英装备,专用机械,20241231,-0.02032999999999987,-0.004676874004061071,0.0207393074023179,0.8172746677334995,-0.015353981308571907,-0.015353981308571907,down,0.05288595707592767,0.22237275687457764,ultra_stable,decreasing_vol,False,none,-10.688056091770397,False,none,False,falling,mid_down,False,False,-0.05501852105936855,-0.035808333333333144,-0.2,0.8064959405073401,4.194595,4.0252,0.9596158866350626,10,5,False,,stable
300294.SZ,revenue,20250319.0,博雅生物,生物制药,20241231,-0.07898000000000013,-0.013840689939630746,0.25695634036206183,0.3834020357077946,-0.12236733271980738,-0.12236733271980738,down,0.1829566432756532,0.9202975296065943,ultra_stable,increasing_vol,True,severe,-37.11089583066772,False,none,False,falling,bottom,False,False,-0.2257837341391008,-0.39578333333333376,-0.6,0.22067136191984693,4.7982,3.4406,0.7170605643783086,10,5,False,,stable
300296.SZ,revenue,20250424.0,利亚德,元器件,20241231,-0.03441999999999994,-0.009397832560465802,0.016362860018184485,0.8375757788909868,0.006002396837074597,0.006002396837074597,down,0.12277764575192429,0.36823225958625627,stable,decreasing_vol,False,none,-17.111834961997832,False,none,False,falling,mid_down,False,True,-0.08880114739943112,-0.22409999999999985,-0.2,0.8064959405073401,2.98197,2.6719,0.8960184039410188,10,5,False,,stable
300298.SZ,revenue,20250421.0,三诺生物,医疗保健,20241231,1.1630800000000001,0.2088101056758338,0.9681658679209159,0.0024340408279635304,0.21910978776136858,0.21910978776136858,up,0.3392813985083146,1.8863706475663788,ultra_stable,increasing_vol,False,none,57.910357966509565,False,none,False,rising,mid_up,True,False,0.2254796665931298,1.1433749999999998,1.0,0.02748633611151033,5.908824000000001,7.8742,1.332617116366979,10,5,False,,stable
300300.SZ,revenue,20250428.0,海峡创新,软件服务,20241231,-0.10665999999999998,-0.09810165459611705,0.5803838388349122,0.13443361317423377,-0.1671614429402165,-0.1671614429402165,down,0.5832601355318027,0.2235519447466293,volatile,decreasing_vol,False,none,3.8099139696845565,False,none,False,rising,mid_up,False,False,0.004512474066819844,-0.09092916666666664,-0.4,0.4624327264504764,0.351282,0.2534,0.7213577695412803,10,5,False,,stable
300302.SZ,revenue,20250429.0,同有科技,IT设备,20241231,0.006790000000000007,0.005603052340871895,0.020297897851796875,0.819216234913476,0.024453772421816122,0.024453772421816122,up,0.1024950521184361,0.07954026024599116,ultra_stable,stable,False,none,-15.293855743544075,False,none,False,rising,mid_up,False,True,-0.05287661683059197,0.015079166666666682,0.2,0.8064959405073401,0.7794350000000001,0.761,0.9763482522596495,10,5,False,,stable
300303.SZ,revenue,20250419.0,聚飞光电,半导体,20241231,0.003149999999999964,0.0015222488264693191,0.004608167418183484,0.913634491665654,0.04187226877597938,0.04187226877597938,up,0.09834021175611297,0.18352643678772826,ultra_stable,increasing_vol,False,none,28.67655786350149,True,deterioration_to_recovery,False,rising,top,True,False,0.11161603374948725,0.0673375,0.4,0.4624327264504764,1.904315,2.1682,1.1385721374877582,10,5,False,,stable
300314.SZ,revenue,20250409.0,戴维医疗,医疗保健,20241231,0.05242000000000004,0.026495003018520525,0.816978172127854,0.03525893564525411,0.034860392815787566,0.034860392815787566,up,0.12088274341245461,0.2170062833191703,ultra_stable,increasing_vol,False,none,4.148881680040974,False,none,False,falling,mid_down,False,False,0.017751469259324137,0.07099166666666672,0.8,0.0864107329737,1.8436500000000002,1.83,0.9925962086079244,10,5,False,,stable
300316.SZ,revenue,20250419.0,晶盛机电,专用机械,20241231,3.00148,0.404516278060162,0.9372427693300793,0.006802464042445674,0.45877536955646026,0.45877536955646026,up,0.5751096153260169,4.932266585151293,stable,stable,False,none,65.11662237968704,False,none,False,falling,mid_down,False,True,0.24955227148838577,2.7879833333333335,0.8,0.0864107329737,9.476664,13.422,1.4163211864428242,10,5,False,,stable
300317.SZ,revenue,20250426.0,珈伟新能,电气设备,20241231,-0.04306000000000001,-0.03505755740330283,0.11950434261836697,0.5687796655499476,-0.11695564469958475,-0.11695564469958475,down,0.263868125430353,0.20635542881155325,moderate,increasing_vol,True,severe,-3.735725938009793,False,none,False,falling,bottom,False,False,-0.009811546302221752,-0.06395000000000005,-0.4,0.4624327264504764,0.7691220000000001,0.5901,0.7672384875221355,10,5,False,,stable
300318.SZ,revenue,20250426.0,博晖创新,医疗保健,20241231,0.034089999999999995,0.024586203156499266,0.6848084190291683,0.08372041527269096,0.036218394524898834,0.036218394524898834,up,0.15912965846259364,0.16154842927122506,ultra_stable,increasing_vol,True,moderate,7.0101611413322305,False,none,False,falling,mid_down,False,False,0.024047076202057482,0.04543333333333334,0.6,0.22067136191984693,1.0492700000000001,1.0426,0.9936431995577877,10,5,False,,stable
300319.SZ,revenue,20250328.0,麦捷科技,元器件,20241231,0.019159999999999976,0.005766885842595571,0.030897017850132387,0.7773535952838463,0.020481014940034514,0.020481014940034514,up,0.053809257725672015,0.19331406312009475,ultra_stable,decreasing_vol,False,none,-1.0727739258612308,False,none,False,rising,mid_up,False,False,-0.005200545326380035,0.013258333333333261,0.0,1.0,3.60216,3.6241,1.006090789970462,10,5,False,,stable
300322.SZ,revenue,20250428.0,硕贝德,元器件,20241231,-0.05985000000000009,-0.015027308828463638,0.06567121006634055,0.6773219011543186,0.0015292633429142555,0.0015292633429142555,down,0.09419234385204386,0.3581984128943065,ultra_stable,decreasing_vol,False,none,20.154875256116664,False,none,False,rising,mid_up,True,False,0.0885065291089141,-0.0316291666666668,0.0,1.0,3.7729150000000002,3.9877,1.0569281311664853,10,5,False,,stable
300323.SZ,revenue,20250326.0,华灿光电,半导体,20241231,0.0071299999999999255,0.0007890351359092663,7.260806511093342e-05,0.9891508105037172,0.04497434554080604,0.04497434554080604,up,0.16088639682445274,0.35117317380460594,stable,stable,False,none,33.884558668632806,False,none,False,rising,top,False,False,0.13267573905329677,-0.05195000000000005,-0.2,0.8064959405073401,2.186305,2.5422,1.1627837835983543,10,5,False,,stable
300324.SZ,revenue,20250419.0,旋极信息,软件服务,20241231,-0.013860000000000029,-0.006947425323843248,0.01725131737949446,0.8332493636525484,-0.0030998366686079137,-0.0030998366686079137,down,0.09772778579917815,0.1595933833214899,ultra_stable,stable,False,none,11.028945700401442,False,none,False,falling,mid_down,False,False,0.043483849255280815,-0.02726250000000005,-0.2,0.8064959405073401,1.62611,1.5765,0.9694916088087522,10,5,False,,stable
300327.SZ,revenue,20250329.0,中颖电子,半导体,20241231,-0.03773,-0.0067805464132577155,0.007471708354311121,0.8900795978477933,0.020922090509180924,0.020922090509180924,down,0.12898324707792216,0.537780170701747,stable,stable,False,none,-15.975573301447662,False,none,False,rising,mid_up,False,True,-0.0847519641831107,-0.030650000000000215,0.0,1.0,4.1505149999999995,3.9352,0.9481233051802006,10,5,False,,stable
300328.SZ,revenue,20250422.0,宜安科技,小金属,20241231,0.29710000000000003,0.13887202927265271,0.8109344878052455,0.03709838124265934,0.14980919421624295,0.14980919421624295,up,0.25794136763633724,0.522346745945641,ultra_stable,decreasing_vol,False,none,2.260104246774339,False,none,False,falling,mid_down,False,False,0.010293648286019752,0.26867916666666664,0.8,0.0864107329737,2.1141900000000002,2.3935,1.132112061829826,10,5,False,,stable
300331.SZ,revenue,20250424.0,苏大维格,元器件,20241231,-0.005440000000000023,-0.0008075884081848895,0.08416603928313988,0.635864660385802,0.03575612277455997,0.03575612277455997,down,0.04973496534763227,0.33002630955728346,ultra_stable,stable,False,none,7.274735918157324,False,none,False,rising,top,False,False,0.03474229179201127,0.1913333333333332,0.6,0.22067136191984693,6.72591,7.0885,1.0539094338163906,10,5,False,,stable
300333.SZ,revenue,20250424.0,兆日科技,IT设备,20241231,-0.06761999999999999,-0.060201022014982786,0.8743343051430255,0.019671679360344214,-0.12024585643668351,-0.12024585643668351,down,0.23190588913898794,0.11445019440787332,ultra_stable,decreasing_vol,False,none,-10.096720924746403,False,none,False,falling,mid_down,True,False,-0.01985148248973595,-0.06622083333333333,-0.8,0.0864107329737,0.45971,0.3811,0.8290008918666115,10,5,False,,stable
300334.SZ,revenue,20250421.0,津膜科技,专用机械,20241231,-0.25986999999999993,-0.16828541438435568,0.7493365874412028,0.05791294031916969,-0.1635874384509335,-0.1635874384509335,down,0.42672460484404073,0.4713087915581461,moderate,decreasing_vol,False,none,0.45650832819247833,False,none,False,rising,mid_up,False,False,0.0014359164025773974,-0.23164166666666663,-0.6,0.22067136191984693,1.0265190000000002,0.8142,0.7931660300491271,10,5,False,,stable
300339.SZ,revenue,20250422.0,润和软件,软件服务,20241231,0.27436000000000005,0.07219176869648455,0.9830622417937664,0.0009403599095682071,0.08196722814685287,0.08196722814685287,up,0.11812296023193783,0.43663679757894897,ultra_stable,stable,False,none,14.269650888841303,False,none,False,rising,top,False,False,0.06469203956250191,0.2695666666666665,1.0,0.02748633611151033,3.83364,4.2682,1.113354409908077,10,5,False,,stable
300340.SZ,revenue,20250429.0,科恒股份,电气设备,20241231,-0.49185,-0.03808723811607799,0.02266544397645342,0.8090397814008243,-0.002710358797144874,-0.002710358797144874,down,0.4003324606740566,4.85514400991361,volatile,stable,True,moderate,-58.616507471053716,False,none,False,falling,bottom,False,True,-0.43939946403440167,-1.1982,-0.2,0.8064959405073401,11.980225,7.6773,0.6408310361449805,10,5,False,,stable
300341.SZ,revenue,20250421.0,麦克奥迪,电气设备,20241231,0.034840000000000024,0.013871217331008379,0.09832651333729767,0.6073924060794906,0.02984052029696116,0.02984052029696116,up,0.1574041666283043,0.4390442938929967,stable,stable,False,none,-25.129496608762842,True,growth_to_decline,False,falling,mid_down,False,True,-0.13730525305648544,0.024937500000000057,0.0,1.0,2.8067,2.6162,0.9321266968325792,10,5,False,,stable
300345.SZ,revenue,20250426.0,华民股份,电气设备,20241231,0.45724,0.31316449769859506,0.7592786233661927,0.05430069830474697,0.5160344525685523,0.5160344525685523,up,0.8534550173913196,0.845142365521928,volatile,increasing_vol,False,none,310.57471264367814,False,none,False,falling,mid_down,True,False,0.4606443986200788,0.4190208333333333,0.8,0.0864107329737,1.1274320000000002,1.786,1.5841310163273703,10,5,False,,stable
300346.SZ,revenue,20250403.0,南大光电,半导体,20241231,0.60449,0.21594627099384098,0.9396360861063001,0.006412232243084597,0.2927179707916878,0.2927179707916878,up,0.3490965869325922,0.9718848980203366,ultra_stable,stable,False,none,40.40504762232232,False,none,False,rising,top,False,True,0.16285078240508388,0.5857083333333334,1.0,0.02748633611151033,2.965347,4.0834,1.3770395167917955,10,5,False,,stable
300347.SZ,revenue,20250328.0,泰格医药,医疗保健,20241231,1.04387,0.17877943520271122,0.6864596152220687,0.08300862759654039,0.2018625243877692,0.2018625243877692,up,0.29309642756298837,1.9845090156005847,stable,decreasing_vol,False,none,-6.0025118203309775,True,growth_to_decline,False,falling,mid_down,False,True,-0.03070428924263413,1.1189375000000004,0.6,0.22067136191984693,7.084001000000001,7.6341,1.0776537157462287,10,5,False,,stable
300348.SZ,revenue,20250418.0,长亮科技,软件服务,20241231,0.04156,0.01592649948612217,0.07056152906795995,0.6658047337471381,-0.0013752465433498617,-0.0013752465433498617,up,0.10458558186416765,0.2440399967218488,ultra_stable,stable,True,moderate,-17.143410852713174,False,none,False,falling,bottom,False,True,-0.08648282734083002,0.03514999999999979,0.2,0.8064959405073401,2.3541800000000004,2.1377,0.9080444146157047,10,5,False,,stable
300352.SZ,revenue,20250421.0,北信源,软件服务,20241231,-0.016600000000000004,-0.01542652256259196,0.24745796931240358,0.3938147524885314,-0.05239169891444295,-0.05239169891444295,down,0.125817781482521,0.053080005651845966,ultra_stable,increasing_vol,True,moderate,-4.807692307692312,False,none,False,falling,bottom,False,False,-0.008453277290025901,-0.015200000000000005,-0.2,0.8064959405073401,0.41358000000000006,0.3564,0.8617437980559987,10,5,False,,stable
300357.SZ,revenue,20250419.0,我武生物,生物制药,20241231,0.028090000000000014,0.014382418253163286,0.2609601322818479,0.3790902023514613,0.09819814918280545,0.09819814918280545,up,0.13802073236431026,0.2168692163493934,ultra_stable,decreasing_vol,False,none,3.2782095482966187,False,none,False,rising,mid_up,False,False,0.01398135998394523,0.13652083333333334,0.8,0.0864107329737,1.6303800000000002,1.7674,1.084041757136373,10,5,False,,stable
300358.SZ,revenue,20250429.0,楚天科技,医疗保健,20241231,0.8696099999999998,0.09899076432725296,0.5332803666155586,0.1611933907452524,0.09942886275605689,0.09942886275605689,up,0.19859764286513065,1.9303929203662138,stable,decreasing_vol,False,none,-11.889977338829121,True,growth_to_decline,False,falling,mid_down,False,True,-0.06300724191733464,1.0053374999999996,0.6,0.22067136191984693,10.154925,9.8759,0.9725231845631552,10,5,False,,stable
300363.SZ,revenue,20250329.0,博腾股份,化学制药,20241231,0.4420399999999999,0.08821804263617272,0.46973417483229507,0.20155341418274164,0.09667577645141012,0.09667577645141012,up,0.5034438767488889,3.488060555667002,volatile,stable,True,moderate,-57.1408612499612,False,none,False,falling,mid_down,False,True,-0.42032687460452833,0.46594999999999986,0.2,0.8064959405073401,7.061012,5.5218,0.7820125500424019,10,5,False,,stable
300365.SZ,revenue,20250419.0,恒华科技,软件服务,20241231,-0.007029999999999981,-0.004061121837014503,0.01567398072493671,0.8410131962791121,0.0001568307687440651,0.0001568307687440651,down,0.16985718264756539,0.2390434102835717,stable,stable,False,none,57.501234567901236,False,none,False,rising,top,True,False,0.17799306273215998,-0.017949999999999994,0.0,1.0,1.403805,1.5947,1.1359839863798746,10,5,False,,stable
300368.SZ,revenue,20250422.0,汇金股份,IT设备,20241231,-0.67452,-0.3847277911835246,0.8903890373496595,0.015940235390287487,-0.39324809660786386,-0.39324809660786386,down,0.7695050559799914,1.176757911806842,moderate,decreasing_vol,True,severe,-68.07706489675516,True,growth_to_decline,False,falling,mid_down,False,False,-0.30017812095150137,-0.5909166666666668,-0.8,0.0864107329737,1.3268840000000002,0.3463,0.2609873960346194,10,5,False,,stable
300369.SZ,revenue,20250423.0,绿盟科技,软件服务,20241231,-0.030230000000000024,-0.011460944125167006,0.01029305281551426,0.8710458310694642,0.0403464911257958,0.0403464911257958,down,0.18103382686677494,0.5115545259305208,stable,increasing_vol,False,none,-10.383061453871626,False,none,False,rising,mid_up,False,False,-0.05218742605171223,-0.040366666666666585,0.0,1.0,2.810625,2.9501,1.0496241939070492,10,5,False,,stable
300373.SZ,revenue,20250331.0,扬杰科技,半导体,20241231,0.3089900000000004,0.030789169594706057,0.2543954967691859,0.38618367568600187,0.18968685401824015,0.18968685401824015,up,0.243036878445384,2.224122828667518,ultra_stable,decreasing_vol,False,none,5.372987027775935,False,none,False,rising,mid_up,False,False,0.026056909408885387,1.2514750000000001,0.8,0.0864107329737,9.77803,11.1041,1.1356172971447216,10,5,False,,stable
300377.SZ,revenue,20250429.0,赢时胜,软件服务,20241231,0.20952,0.11441151866297135,0.7147670225355462,0.07122786156473838,0.125338368764621,0.125338368764621,up,0.2427436124965818,0.3989102881601327,stable,stable,True,moderate,-2.243624822151687,False,none,False,falling,mid_down,False,False,-0.00992680094160503,0.27385000000000015,0.6,0.22067136191984693,1.7481,1.7864,1.0219095017447515,10,5,False,,stable
300378.SZ,revenue,20250426.0,鼎捷数智,软件服务,20241231,0.74985,0.10467111114641692,0.949079440354512,0.0049533284875612395,0.1118743777821869,0.1118743777821869,up,0.16422675740055173,1.2041697068935093,ultra_stable,decreasing_vol,False,none,14.93769824805599,False,none,False,rising,mid_up,False,True,0.06907217958101342,0.7704750000000002,1.0,0.02748633611151033,7.707285000000001,8.5878,1.1142445102263636,10,5,False,,stable
300380.SZ,revenue,20250428.0,安硕信息,软件服务,20241231,0.5932400000000001,0.10015087084217056,0.9748704674725089,0.0017036161716234947,0.11150417733928664,0.11150417733928664,up,0.16414345374666778,0.954789641753617,ultra_stable,increasing_vol,False,none,29.302367612506767,False,none,False,rising,top,False,False,0.1268822123479736,0.6081750000000001,1.0,0.02748633611151033,6.11342,7.1543,1.1702614902951214,10,5,False,,stable
300381.SZ,revenue,20250419.0,溢多利,化学制药,20241231,-0.6686099999999999,-0.23587294809153603,0.8875617610878905,0.016576314371367314,-0.1899303566760412,-0.1899303566760412,down,0.41872148171084694,1.1280775438771928,stable,decreasing_vol,False,none,-29.764141097891883,False,none,False,rising,mid_up,True,False,-0.15789612858344337,-0.7410083333333333,-0.8,0.0864107329737,2.4935170000000006,1.6825,0.6747497610804336,10,5,False,,stable
300382.SZ,revenue,20250426.0,斯莱克,专用机械,20241231,0.25803,0.11413353907594807,0.6104648618298304,0.11864649266465362,0.11355300223741005,0.11355300223741005,up,0.24358427577232797,0.5401968483802918,stable,decreasing_vol,False,none,-12.98447508413853,False,none,False,falling,mid_down,False,True,-0.06482289352815152,0.2176708333333333,0.4,0.4624327264504764,2.346715,2.4045,1.0246237826067504,10,5,False,,stable
300383.SZ,revenue,20250419.0,光环新网,软件服务,20241231,-0.15019999999999997,-0.03297971868078884,0.4911126546733201,0.18739855886682216,-0.04377917932439934,-0.04377917932439934,down,0.07812764113177863,0.3367160703025622,ultra_stable,stable,False,none,1.2523747625237596,False,none,False,falling,mid_down,False,False,0.006039412682074863,-0.1784208333333333,-0.4,0.4624327264504764,4.23472,4.0505,0.9564977141345827,10,5,False,,stable
300386.SZ,revenue,20250418.0,飞天诚信,IT设备,20241231,-0.09871000000000008,-0.04578034721950295,0.6598277020815734,0.09482345665080474,-0.05631947666190906,-0.05631947666190906,down,0.10111877526988271,0.1933451654425319,ultra_stable,stable,False,none,-17.87916746964734,False,none,False,falling,bottom,False,False,-0.08692136114288829,-0.08670000000000005,-0.8,0.0864107329737,1.862705,1.7045,0.9150670664436934,10,5,False,,stable
300389.SZ,revenue,20250401.0,艾比森,元器件,20241231,1.3262899999999997,0.17076514043672483,0.8444034427445675,0.027377670041548584,0.17830148660014178,0.17830148660014178,up,0.27962881449404814,2.3011605882684503,ultra_stable,increasing_vol,False,none,27.764687705202977,False,none,False,falling,mid_down,False,True,0.12171518579278451,1.2516375,0.8,0.0864107329737,8.627227000000001,9.9231,1.1502073609515546,10,5,False,,stable
300390.SZ,revenue,20250425.0,天华新能,电气设备,20241231,1.7814299999999998,0.3093662707346608,0.6794077020364576,0.08606759028090578,0.35180668310215,0.35180668310215,up,0.8532429002068544,9.429545652204034,high_volatility,stable,True,moderate,-70.08795448477623,False,none,False,falling,mid_down,False,True,-0.6016672449315004,2.3638875,0.4,0.4624327264504764,11.585849000000001,7.9546,0.6865789464371579,10,5,False,,stable
300396.SZ,revenue,20250329.0,迪瑞医疗,医疗保健,20241231,0.38741000000000003,0.09419260011178439,0.6809880233329454,0.085377749869923,0.0709018036282747,0.0709018036282747,up,0.18196443424695719,0.7494678331989973,ultra_stable,stable,False,none,0.7376494473268707,False,none,False,falling,mid_down,False,False,0.003585271997206485,0.4564999999999999,0.6,0.22067136191984693,4.312465,4.4657,1.0355330420072975,10,5,False,,stable
300400.SZ,revenue,20250423.0,劲拓股份,专用机械,20241231,-0.23868999999999993,-0.0674092216126535,0.6772533635774791,0.08701203908456323,-0.04707734277664677,-0.04707734277664677,down,0.13832243771145514,0.4689739257144259,ultra_stable,decreasing_vol,False,none,-7.890459689042899,False,none,False,rising,mid_up,False,False,-0.03914425265790933,-0.2078416666666666,-0.6,0.22067136191984693,3.271095,3.0036,0.9182246312014785,10,5,False,,stable
300401.SZ,revenue,20250325.0,花园生物,化学制药,20241231,0.02194999999999998,0.00886250992767248,0.02163640646946107,0.8133927049474344,0.19658470872683065,0.19658470872683065,up,0.27335051431382484,0.5461652616195946,moderate,decreasing_vol,False,none,-11.074399440254993,False,none,False,rising,mid_up,False,False,-0.05424927853174688,0.2915916666666667,0.4,0.4624327264504764,2.0671239999999997,2.2877,1.1067067094184966,10,5,False,,stable
300402.SZ,revenue,20250403.0,宝色股份,专用机械,20241231,0.3970600000000001,0.06271645745110152,0.7779418533364364,0.04778167997113614,0.06677096624491785,0.06677096624491785,up,0.10846708329787119,0.7073420516270755,ultra_stable,decreasing_vol,False,none,0.3612281757977106,True,worsening,False,flat,mid,False,True,0.0017847093029004224,0.3944875000000001,0.9,0.04326272780691066,6.71979,7.0014,1.041907559611238,10,5,False,,stable
300404.SZ,revenue,20250426.0,博济医药,医疗保健,20241231,0.03064,0.018752147435355516,0.14697340716470314,0.5241121180801499,0.13983982524462357,0.13983982524462357,up,0.24044400062672686,0.3334862111092451,stable,increasing_vol,False,none,68.69837405443006,False,none,False,rising,top,False,False,0.21646798036132336,0.152625,0.8,0.0864107329737,1.476795,1.9402,1.313791013647798,10,5,False,,stable
300406.SZ,revenue,20250329.0,九强生物,医疗保健,20241231,0.03484000000000007,0.011632079688845831,0.14018411651715865,0.5346690226751502,0.1829534172149283,0.1829534172149283,up,0.2439648465939647,0.609941392266503,stable,decreasing_vol,False,none,9.89554914646505,False,none,False,falling,mid_down,False,True,0.04421945908163594,0.23595000000000008,0.6,0.22067136191984693,2.6503099999999997,2.8197,1.063913278069358,10,5,False,,stable
300407.SZ,revenue,20250422.0,凯发电气,电气设备,20241231,-0.014940000000000087,-0.0023190085264202854,0.16143407301092177,0.5025452798949158,0.021480958435081687,0.021480958435081687,down,0.04676250508397532,0.300438807413423,ultra_stable,increasing_vol,False,none,10.836362476882844,False,none,False,rising,top,True,False,0.050861491018798555,0.038474999999999815,0.4,0.4624327264504764,6.484515,6.9521,1.0721079371394777,10,5,False,,stable
300408.SZ,revenue,20250424.0,三环集团,元器件,20241231,0.30436,0.0978237561440027,0.6141284491417602,0.11679058616456459,0.15026421218524155,0.15026421218524155,up,0.20595186704704857,0.6164510094078848,stable,stable,False,none,43.22081208828016,False,none,False,rising,top,False,False,0.17136513711222978,0.2822500000000001,0.6,0.22067136191984693,3.14536,3.8482,1.2234529592797008,10,5,False,,stable
300409.SZ,revenue,20250423.0,道氏技术,电气设备,20241231,0.05420999999999978,0.004278608842597809,0.02463454842468539,0.8009835533742353,0.11783378179108839,0.11783378179108839,up,0.19292266654434287,2.0894527984618363,stable,decreasing_vol,False,none,-4.686467528506806,False,none,False,falling,bottom,False,False,-0.023909314263194092,0.6675000000000004,0.4,0.4624327264504764,11.29471,11.251,0.996130046720987,10,5,False,,stable
300410.SZ,revenue,20250425.0,正业科技,专用机械,20241231,-0.44222,-0.15430614987656474,0.7624017547901176,0.053185973401352386,-0.11823945235258315,-0.11823945235258315,down,0.30132685320308056,0.8348380998732629,stable,decreasing_vol,False,none,-28.139267287777,False,none,False,falling,mid_down,False,False,-0.1511794121398412,-0.3790416666666667,-0.8,0.0864107329737,2.637874,1.936,0.7339243648483589,10,5,False,,stable
300411.SZ,revenue,20250424.0,金盾股份,专用机械,20241231,0.014480000000000026,0.009050118998058364,0.38866042152702907,0.26116253830700453,-0.05457469873302756,-0.05457469873302756,up,0.16383338820406104,0.20783903627567182,stable,decreasing_vol,False,none,22.42447345849615,True,deterioration_to_recovery,False,rising,mid_up,True,False,0.07660928096153674,-0.043312499999999976,-0.2,0.8064959405073401,1.23569,1.2846,1.0395811247157458,10,5,False,,stable
300412.SZ,revenue,20250419.0,迦南科技,医疗保健,20241231,-0.37894999999999995,-0.11649433528202706,0.48748099433519615,0.18976058350267158,-0.08218470710426018,-0.08218470710426018,down,0.27867002340800545,0.8156002777096142,stable,decreasing_vol,False,none,25.347347527968246,False,none,False,rising,mid_up,True,False,0.10472509919287742,-0.29058749999999994,-0.6,0.22067136191984693,2.8130750000000004,2.7787,0.9877802760324554,10,5,False,,stable
300415.SZ,revenue,20250423.0,伊之密,专用机械,20241231,0.4111000000000001,0.05615609943651889,0.5390875264149161,0.15775494643900817,0.14712917343466692,0.14712917343466692,up,0.205825424420423,1.694647165931599,ultra_stable,increasing_vol,False,none,37.646654182749266,False,none,False,rising,top,False,False,0.1588108549343119,0.991333333333333,1.0,0.02748633611151033,8.750485000000001,10.8054,1.234834412035447,10,5,False,,stable
